EmployeeID,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,Training_Date,Training_ProgramName,Training_Type,Training_Outcome,Training_Location,Training_Trainer,Training_DurationDays,Training_Cost
1127,Fully Meets,3,2023-01-27,5,1,3,2022-09-04,Communication Skills,External,Incomplete,New Waynehaven,Melissa Miles,2,500.83
1128,Fully Meets,3,2023-02-18,4,2,4,2023-05-17,Communication Skills,Internal,Incomplete,New Cory,James Perez,1,773.8
1129,Fully Meets,3,2022-10-31,1,1,1,2022-09-11,Technical Skills,Internal,Passed,Ashleyton,Chad Mccall,2,768.06
1130,Fully Meets,3,2023-05-07,1,5,4,2022-11-09,Leadership Development,External,Completed,Bellport,Mr. Brandon Turner,3,777.7
1131,Fully Meets,3,2023-05-11,4,4,4,2023-03-31,Customer Service,Internal,Incomplete,Garnerhaven,Benjamin Briggs,2,943.05
1132,Fully Meets,3,2023-07-15,1,5,5,2022-09-27,Communication Skills,Internal,Passed,Robertsburgh,Amber Harris MD,4,475.91
1133,Fully Meets,3,2023-06-15,1,2,4,2022-08-19,Customer Service,External,Passed,Blakeshire,Richard Ross,3,107.14
1134,Fully Meets,3,2022-12-29,4,1,2,2022-12-09,Communication Skills,External,Passed,Robertshire,Carolyn Deleon,1,271.49
1135,Fully Meets,3,2023-02-23,5,4,4,2023-03-22,Project Management,Internal,Passed,West Caitlinport,Andrew Jordan,2,524.23
1136,Fully Meets,3,2023-04-09,2,5,2,2022-12-25,Customer Service,External,Completed,Brittanyberg,Danny Smith,3,535.88
1137,Fully Meets,3,2022-11-12,3,3,5,2022-09-09,Communication Skills,Internal,Passed,Rothville,Monique Williams DVM,5,270.92
1138,Fully Meets,3,2022-10-19,4,5,1,2022-09-10,Customer Service,Internal,Failed,Cohenmouth,Stacy Fisher,4,155.14
1139,Fully Meets,3,2022-08-27,2,4,2,2022-10-01,Customer Service,External,Completed,Port Brandon,Stephanie Hill,1,930.06
1140,Fully Meets,3,2023-05-04,5,3,2,2022-09-27,Customer Service,Internal,Passed,West Michael,Shawn Martin,1,949.81
1141,Fully Meets,3,2022-12-26,5,5,2,2023-05-17,Technical Skills,Internal,Incomplete,Josephport,Ellen Anderson,1,635.31
1142,Fully Meets,3,2023-06-21,4,4,4,2023-07-17,Leadership Development,External,Completed,Mistyton,Molly Scott,3,675.04
1143,Fully Meets,3,2022-12-13,2,4,2,2022-12-20,Customer Service,Internal,Failed,Geraldmouth,Scott Nelson,3,563.38
1144,Fully Meets,3,2022-11-03,5,3,2,2023-01-10,Communication Skills,External,Completed,Cherylland,Nicholas Thompson,4,750.25
1145,Fully Meets,3,2022-10-24,3,3,4,2022-11-15,Technical Skills,Internal,Incomplete,North Madelineville,Teresa Lee,2,401.53
1146,Fully Meets,3,2022-09-21,3,2,2,2023-06-28,Technical Skills,External,Failed,East Elizabeth,Andrew Hendricks,3,894.88
1147,Fully Meets,3,2023-03-19,1,3,5,2023-01-25,Leadership Development,Internal,Failed,Lake Dianeton,Ms. Diamond Knox,2,247.58
1148,Fully Meets,3,2023-04-02,4,1,3,2022-09-01,Communication Skills,External,Passed,West Danieltown,Tamara Lee,3,529.0
1149,Fully Meets,3,2022-11-03,3,2,5,2023-07-31,Leadership Development,External,Failed,East Nicolefort,Michael Roberts,5,483.99
1150,Fully Meets,3,2022-12-28,3,4,4,2023-06-03,Project Management,External,Incomplete,Simmonston,Heather Murillo,5,797.35
1151,Fully Meets,3,2022-12-12,5,3,1,2022-12-19,Project Management,External,Passed,New Ronald,Christopher Perry,4,707.59
1152,Fully Meets,3,2022-12-14,1,1,5,2023-03-29,Customer Service,External,Incomplete,Taraland,Kelly Golden,2,564.48
1153,Fully Meets,3,2023-02-28,3,4,2,2022-12-02,Communication Skills,Internal,Failed,Jesusmouth,Kyle Hernandez,4,555.35
1154,Fully Meets,3,2023-06-09,1,3,2,2022-08-12,Customer Service,Internal,Incomplete,West Sandra,Danielle Decker,3,338.48
1155,Fully Meets,3,2022-08-25,2,3,1,2022-09-10,Technical Skills,Internal,Failed,Port Peggyberg,Michael Price,1,339.01
1156,Fully Meets,3,2023-05-12,1,5,2,2022-09-04,Customer Service,Internal,Incomplete,North Kayla,Michael Williams,5,939.49
1157,Fully Meets,3,2023-06-06,1,4,2,2022-10-11,Technical Skills,External,Passed,Jamiestad,Jeffery Brown,1,276.47
1158,Fully Meets,3,2023-03-17,2,4,4,2022-09-14,Customer Service,External,Completed,South Stephen,Grant Rodriguez,3,154.71
1159,Fully Meets,3,2023-02-18,1,2,4,2022-12-27,Leadership Development,External,Failed,Diazside,Mrs. Elizabeth Murray DDS,3,674.24
1160,Fully Meets,3,2022-08-20,4,2,3,2022-11-07,Leadership Development,External,Failed,Lake Nancyshire,Susan Myers,2,137.96
1161,Fully Meets,3,2023-04-09,3,4,4,2022-11-13,Technical Skills,Internal,Passed,Port Charleneborough,Jeffrey Hester,5,926.85
1162,Fully Meets,3,2022-10-05,3,3,2,2022-09-02,Communication Skills,External,Incomplete,Port Michelle,Jose Boyd,1,846.55
1163,Fully Meets,3,2022-12-14,1,2,3,2023-02-23,Communication Skills,External,Passed,Wrightfort,Robin Morgan,3,734.77
1164,Fully Meets,3,2022-10-23,5,5,5,2023-03-01,Technical Skills,Internal,Incomplete,New Juanville,Anne Goodman,3,315.09
1165,Fully Meets,3,2023-01-09,3,3,1,2022-09-27,Communication Skills,Internal,Passed,Nguyenberg,Carlos Wilson,3,686.05
1166,Fully Meets,3,2023-02-27,2,1,4,2022-08-10,Communication Skills,External,Passed,New Claytonville,Christina Waters,4,942.51
1167,Fully Meets,3,2023-05-22,2,3,4,2023-02-23,Project Management,Internal,Failed,Nicolechester,Paul James,4,782.82
1168,Fully Meets,3,2022-08-28,2,2,2,2022-09-02,Project Management,Internal,Failed,Port Dawn,Austin Gonzalez,1,370.64
1169,Fully Meets,3,2023-08-03,1,3,2,2023-06-30,Technical Skills,Internal,Incomplete,Eduardostad,Joshua Salas,1,487.66
1170,Fully Meets,3,2023-02-05,1,5,4,2023-08-04,Communication Skills,External,Incomplete,Christopherport,Andrew Wright,1,179.85
1171,Fully Meets,3,2023-06-24,4,1,4,2022-09-07,Project Management,Internal,Completed,Perryside,Amanda Richardson,1,294.74
1172,Fully Meets,3,2023-06-19,1,3,2,2023-03-30,Communication Skills,External,Passed,North Christina,Jessica Odom,5,202.09
1173,Fully Meets,3,2023-06-16,5,5,2,2023-02-09,Customer Service,Internal,Passed,Brownington,Penny Stevenson,4,901.42
1174,Fully Meets,3,2023-03-06,2,1,5,2023-05-12,Project Management,External,Incomplete,North Angelahaven,Cindy King,3,454.23
1175,Fully Meets,3,2023-04-22,2,1,2,2023-01-04,Project Management,Internal,Passed,Duffyport,Richard Adkins,3,460.39
1176,Fully Meets,3,2022-10-17,2,2,5,2023-02-14,Leadership Development,Internal,Completed,East Karen,Jessica Taylor,2,644.72
1177,Fully Meets,3,2022-08-12,2,2,5,2022-09-17,Customer Service,External,Passed,New Joseph,Mark Perez,3,436.86
1178,Fully Meets,3,2023-05-03,2,1,2,2022-12-21,Project Management,External,Failed,Gomezville,Christopher Whitehead,1,361.52
1179,Fully Meets,3,2023-07-10,3,5,1,2023-02-11,Technical Skills,Internal,Passed,Thompsonport,Jackson Stanley,2,229.05
1180,Fully Meets,3,2023-05-15,4,3,1,2022-11-17,Technical Skills,Internal,Completed,Thompsonfort,Paul Terry,3,787.85
1181,Fully Meets,3,2023-07-05,5,5,4,2022-12-31,Communication Skills,External,Incomplete,Sullivanland,Jessica Quinn,1,483.82
1182,Fully Meets,3,2022-08-25,2,4,5,2022-10-19,Communication Skills,External,Passed,West Elizabethfurt,Miranda Brown,5,623.64
1183,Fully Meets,3,2023-03-07,4,5,5,2023-07-16,Technical Skills,Internal,Incomplete,Silvaview,Jennifer Beasley,4,351.35
1184,Fully Meets,3,2022-10-03,1,3,1,2023-01-31,Customer Service,Internal,Completed,Deniseville,Mary Coleman,3,512.51
1185,Fully Meets,3,2022-08-13,1,2,4,2022-09-22,Project Management,Internal,Failed,North Jason,James Larson,5,957.9
1186,Fully Meets,3,2023-05-12,3,3,5,2023-06-12,Communication Skills,External,Failed,Port John,Renee Calderon,5,886.45
1187,Fully Meets,3,2022-11-19,4,1,1,2022-10-25,Communication Skills,Internal,Incomplete,Acevedoshire,Margaret Martinez,4,443.55
1188,Fully Meets,3,2023-07-16,4,1,1,2023-01-07,Technical Skills,Internal,Passed,Martinburgh,Justin Soto,4,899.13
1189,Fully Meets,3,2023-07-19,5,5,3,2022-09-20,Communication Skills,External,Completed,Cabreramouth,Angela Hammond,1,202.74
1190,Fully Meets,3,2023-04-07,2,5,3,2023-05-21,Project Management,External,Failed,Phillipsfurt,Debbie Miller,4,727.81
1191,Fully Meets,3,2023-07-13,4,4,4,2022-09-23,Customer Service,Internal,Completed,Lake Benjamin,Kenneth Kim,2,820.39
1192,Fully Meets,3,2022-12-24,3,1,1,2022-10-11,Leadership Development,External,Passed,Smithbury,Amber Gonzalez,4,111.94
1193,Fully Meets,3,2022-08-15,5,2,3,2023-05-05,Technical Skills,External,Failed,North Victorstad,Amy Bush,1,231.96
1194,Fully Meets,3,2022-12-04,5,4,2,2023-05-07,Communication Skills,Internal,Completed,Floresville,Kevin Welch,2,430.92
1195,Fully Meets,3,2023-01-30,5,3,2,2023-07-06,Technical Skills,Internal,Failed,East Jason,Autumn Harris,3,638.7
1196,Fully Meets,3,2023-06-02,4,5,4,2023-02-28,Communication Skills,Internal,Completed,New Caroline,Jeffrey Marshall,5,355.3
1197,Fully Meets,3,2022-11-09,3,5,4,2023-02-25,Technical Skills,Internal,Passed,Debramouth,Alan Hall,5,575.1
1198,Fully Meets,3,2022-12-12,3,2,2,2023-06-19,Project Management,Internal,Failed,North Yvonne,Jennifer Hayes,1,140.82
1199,Fully Meets,3,2023-06-27,3,3,3,2022-11-28,Leadership Development,External,Passed,Claytonstad,Christopher Owen,2,663.19
1200,Fully Meets,3,2023-04-19,4,5,1,2023-07-29,Project Management,Internal,Incomplete,South Brendabury,Zachary Alvarez,2,996.77
1201,Fully Meets,3,2023-02-23,2,4,4,2022-10-10,Communication Skills,External,Passed,Edwardborough,Paul Henderson,2,145.39
1202,Fully Meets,3,2022-08-14,1,3,2,2022-12-08,Technical Skills,Internal,Incomplete,Connerborough,Kelly Thompson DDS,1,344.74
1203,Fully Meets,3,2022-10-03,3,5,3,2022-10-12,Project Management,External,Incomplete,Ramirezville,Jennifer Miller,5,308.09
1204,Fully Meets,3,2023-06-22,1,4,3,2023-07-16,Project Management,External,Incomplete,Isaiahview,Courtney Mendez,1,610.96
1205,Fully Meets,3,2023-04-07,2,1,2,2023-08-01,Communication Skills,External,Failed,East Loriberg,Nicole Kelley,3,201.83
1206,Fully Meets,3,2022-10-17,3,4,2,2023-07-20,Technical Skills,Internal,Passed,Smithstad,Jackie Johnson,5,391.85
1207,Fully Meets,3,2022-08-06,2,1,2,2022-12-07,Communication Skills,Internal,Completed,East Michaelfort,Kathryn Stephens,5,682.36
1208,Fully Meets,3,2022-08-18,5,1,5,2022-09-20,Leadership Development,Internal,Passed,Josephside,Sean Jones,3,492.39
1209,Fully Meets,3,2023-05-28,1,3,1,2023-06-18,Communication Skills,External,Failed,Kruegerville,Emily Pierce,2,197.78
1210,Fully Meets,3,2022-10-24,4,5,1,2023-01-09,Leadership Development,External,Incomplete,Port Cynthia,Thomas Baker,4,485.44
1211,Fully Meets,3,2023-03-16,3,3,1,2023-07-30,Leadership Development,External,Passed,South Robinhaven,Kendra Rodriguez,3,557.34
1212,Fully Meets,3,2023-01-31,4,5,4,2023-05-03,Project Management,Internal,Failed,East Frank,Kimberly May,5,817.92
1213,Fully Meets,3,2022-09-28,1,2,4,2023-02-15,Project Management,External,Failed,Johnsonton,Katelyn Ruiz,4,485.39
1214,Fully Meets,3,2023-06-02,1,5,3,2023-04-02,Customer Service,Internal,Completed,West Jessica,Bobby Stuart,3,145.13
1215,Fully Meets,3,2022-10-25,2,1,5,2022-09-13,Communication Skills,External,Passed,West Dianashire,Brian Thompson,4,751.88
1216,Fully Meets,3,2022-09-09,4,1,1,2023-07-16,Leadership Development,External,Incomplete,Roweport,Carolyn Hamilton,1,136.48
1217,Fully Meets,3,2022-08-23,5,5,1,2023-04-17,Customer Service,External,Completed,Jeremytown,Eric Clark,1,857.42
1218,Fully Meets,3,2023-02-27,2,3,1,2023-01-30,Leadership Development,Internal,Failed,Henryberg,Erica Winters,3,733.16
1219,Fully Meets,3,2023-07-17,2,2,2,2022-09-15,Communication Skills,External,Failed,West Kevintown,Steven Gutierrez,5,761.31
1220,Fully Meets,3,2023-05-08,5,2,4,2023-06-29,Leadership Development,External,Passed,West Brittney,Johnathan Doyle,1,920.41
1221,Fully Meets,3,2022-08-17,5,5,3,2022-08-25,Customer Service,Internal,Passed,Bonnieborough,Linda Wood,4,167.69
1222,Fully Meets,3,2023-03-31,5,2,1,2023-03-10,Leadership Development,External,Passed,New Jennifer,Melanie Johnson,2,931.45
1223,Fully Meets,3,2023-05-07,4,1,4,2022-08-30,Project Management,External,Completed,Estradahaven,Daniel Harrison,1,474.36
1224,Fully Meets,3,2023-05-20,4,2,3,2023-03-18,Project Management,Internal,Incomplete,Port Eric,Jeffrey Harvey,5,598.72
1225,Fully Meets,3,2022-11-05,1,2,4,2022-08-14,Customer Service,Internal,Completed,Brownland,Douglas Norton,5,557.02
1226,Fully Meets,3,2023-04-04,4,5,4,2023-05-20,Customer Service,Internal,Completed,Savageton,Lisa Hall,3,939.92
1227,Fully Meets,3,2022-12-12,1,2,2,2023-05-15,Communication Skills,External,Failed,Amandahaven,Gregory Pratt,3,669.19
1228,Fully Meets,3,2023-01-21,2,5,3,2022-10-05,Technical Skills,Internal,Failed,Dustinshire,Bethany Willis,5,525.69
1229,Fully Meets,3,2023-05-20,4,2,5,2023-01-11,Customer Service,External,Failed,Lake Melissa,Angela Moore,1,173.66
1230,Fully Meets,3,2022-11-30,5,4,4,2023-04-30,Communication Skills,External,Completed,New Reneefurt,Emily Tate,1,635.71
1231,Fully Meets,3,2023-03-13,2,2,1,2022-08-06,Project Management,External,Passed,Port Aliciaview,Douglas Dean,1,896.8
1232,Fully Meets,3,2022-08-22,2,1,5,2022-11-30,Leadership Development,Internal,Incomplete,East Katieport,Jill Fox DVM,4,857.61
1233,Fully Meets,3,2023-05-01,5,5,3,2022-11-29,Customer Service,Internal,Failed,Robertfurt,Jennifer Turner MD,3,460.59
1234,Fully Meets,3,2022-12-11,4,1,5,2023-02-19,Leadership Development,Internal,Passed,Meganside,Michael Butler,1,504.82
1235,Fully Meets,3,2023-03-23,5,5,3,2023-04-10,Project Management,Internal,Failed,Cookebury,Roberto Brennan,3,737.91
1236,Fully Meets,3,2023-07-25,1,4,1,2023-04-17,Customer Service,External,Passed,Williamsbury,Gerald Wilson,2,244.25
1237,Fully Meets,3,2023-07-11,4,3,1,2022-11-11,Leadership Development,External,Passed,Cervantesshire,Catherine Henderson,2,762.82
1238,Fully Meets,3,2022-12-29,1,3,3,2022-11-14,Leadership Development,Internal,Incomplete,West Marialand,Vanessa Valdez,2,640.14
1239,Fully Meets,3,2022-10-07,4,5,5,2023-04-28,Project Management,Internal,Incomplete,East Alyssa,Melanie Middleton,3,726.03
1240,Fully Meets,3,2023-08-02,1,4,3,2023-01-04,Communication Skills,External,Passed,East Nicoletown,Stacy Morton,5,758.75
1241,Fully Meets,3,2023-01-16,4,4,3,2023-02-01,Project Management,External,Failed,Lewismouth,Susan Johnson,5,878.94
1242,Fully Meets,3,2023-07-28,4,4,1,2023-03-14,Project Management,External,Passed,East Chaseside,Daniel Holt,3,227.9
1243,Fully Meets,3,2023-05-04,5,2,3,2023-02-05,Communication Skills,Internal,Incomplete,Ericmouth,Christopher Jones,3,855.27
1244,Fully Meets,3,2022-08-17,2,3,5,2023-02-18,Technical Skills,External,Incomplete,Mcmahonton,Charles Farrell,5,170.62
1245,Fully Meets,3,2022-09-23,3,5,5,2023-06-29,Communication Skills,Internal,Incomplete,Hallton,Garrett Johnson,4,392.14
1246,Fully Meets,3,2023-01-12,4,3,2,2022-12-25,Communication Skills,Internal,Completed,Joneston,Kathleen Dixon,1,206.93
1247,Fully Meets,3,2022-11-13,2,4,5,2022-12-09,Customer Service,External,Completed,East Michaelside,Stephanie Bruce,5,307.13
1248,Fully Meets,3,2022-12-05,5,3,2,2022-08-24,Communication Skills,Internal,Passed,Ellisonchester,Nicholas Ryan,4,165.05
1249,Fully Meets,3,2022-12-22,2,4,2,2022-08-15,Communication Skills,Internal,Completed,Cruzmouth,Cheyenne Rice,4,371.27
1250,Fully Meets,3,2023-04-26,4,5,1,2023-04-28,Communication Skills,External,Incomplete,Margaretmouth,Anna Floyd,3,366.78
1251,Fully Meets,3,2022-12-03,5,5,3,2023-02-04,Communication Skills,External,Failed,Nancyside,Wyatt Hansen,5,205.92
1252,Fully Meets,3,2023-06-10,2,3,2,2022-11-20,Leadership Development,Internal,Completed,South Brent,Alicia Moore,1,314.51
1253,Fully Meets,3,2023-01-10,2,4,2,2023-06-03,Customer Service,Internal,Completed,South Cynthia,Jodi Gibson DDS,2,793.86
1254,Fully Meets,3,2023-06-18,3,1,5,2023-04-20,Project Management,Internal,Passed,Allisonport,Ryan Adkins,3,252.53
1255,Fully Meets,3,2022-11-03,3,1,1,2022-10-23,Customer Service,External,Passed,West Laurafort,Jasmin Flynn,2,693.25
1256,Fully Meets,3,2022-10-24,4,4,2,2023-05-26,Project Management,Internal,Completed,Lake Derekburgh,Kenneth Rodriguez,4,926.76
1257,Fully Meets,3,2023-07-19,2,1,1,2023-05-23,Technical Skills,Internal,Failed,New Elizabethton,Ryan King,1,694.61
1258,Fully Meets,3,2023-04-16,3,5,4,2023-06-30,Project Management,Internal,Incomplete,Alyssabury,Cody Brown,1,732.02
1259,Fully Meets,3,2022-10-17,1,3,4,2023-01-04,Leadership Development,Internal,Completed,Port Troyton,Wayne Morgan,1,897.62
1260,Fully Meets,3,2023-02-21,5,2,5,2022-11-21,Leadership Development,Internal,Completed,Port Rachelshire,Michael Smith,2,786.57
1261,Fully Meets,3,2023-07-13,2,5,4,2023-07-26,Project Management,External,Incomplete,Thompsonberg,Alicia Dunn,3,613.93
1262,Fully Meets,3,2022-12-16,3,4,1,2023-01-17,Communication Skills,Internal,Passed,Lake Nancy,Donald Gregory,2,711.8
1263,Fully Meets,3,2023-01-24,4,5,3,2023-03-03,Communication Skills,Internal,Failed,Port Jason,Larry Yang,5,784.1
1264,Fully Meets,3,2023-04-21,3,5,4,2023-05-16,Customer Service,Internal,Failed,Port Jameschester,Alexandra Riley,5,509.67
1265,Fully Meets,3,2023-06-28,4,2,5,2023-06-15,Leadership Development,Internal,Incomplete,Rebeccamouth,Stephen Mcdonald,4,494.96
1266,Fully Meets,3,2023-03-29,1,3,1,2023-03-30,Project Management,Internal,Incomplete,East Christopher,Melissa Brown,5,465.72
1267,Fully Meets,3,2023-04-25,4,1,5,2023-02-27,Technical Skills,Internal,Failed,Lewisview,Paul Martin,1,507.43
1268,Fully Meets,3,2023-04-18,2,1,2,2023-05-25,Project Management,External,Passed,North Duanemouth,Stephanie Anderson,5,401.97
1269,Fully Meets,3,2022-09-19,1,2,4,2022-12-23,Customer Service,External,Passed,Lake Kevin,Tommy Wilson,4,813.9
1270,Fully Meets,3,2023-03-16,5,5,1,2022-08-21,Leadership Development,External,Completed,South Michael,Carrie Anderson,2,360.02
1271,Fully Meets,3,2023-01-13,3,1,5,2023-02-15,Customer Service,Internal,Completed,North Sheila,Gina White,3,692.71
1272,Fully Meets,3,2022-10-31,4,2,3,2023-02-24,Technical Skills,Internal,Failed,Jonesside,Michelle Holmes,3,233.12
1273,Fully Meets,3,2023-02-26,1,4,2,2023-05-24,Technical Skills,External,Incomplete,New Seanberg,Sharon Park,1,881.48
1274,Fully Meets,3,2023-03-19,2,1,5,2023-05-22,Project Management,Internal,Passed,West Deanna,Curtis Price,2,448.48
1275,Fully Meets,3,2022-08-19,2,5,3,2023-06-13,Communication Skills,External,Incomplete,Port Michellechester,Amber Church,3,288.88
1276,Fully Meets,3,2023-06-01,1,4,5,2023-07-15,Communication Skills,Internal,Failed,East Katherine,Chris Clark,1,572.45
1277,Fully Meets,3,2023-08-01,4,3,3,2023-03-27,Communication Skills,Internal,Passed,Reneeshire,Sandra Russell,3,141.38
1278,Fully Meets,3,2023-05-28,2,4,5,2023-02-04,Technical Skills,Internal,Incomplete,Lake Bryan,Donna Barr,1,331.46
1279,Fully Meets,3,2022-10-11,3,3,5,2022-11-23,Technical Skills,Internal,Incomplete,New Rachelfort,Jose Mcdaniel,4,704.93
1280,Fully Meets,3,2022-11-12,3,2,2,2023-06-08,Leadership Development,External,Completed,Evanhaven,Robert Novak,4,450.65
1281,Fully Meets,3,2023-05-31,4,2,1,2023-01-31,Project Management,External,Completed,Andrewsfurt,Sarah Walker,3,775.97
1282,Fully Meets,3,2022-10-04,3,3,1,2023-02-20,Leadership Development,External,Passed,Glennberg,Jasmine Conner,4,376.0
1283,Fully Meets,3,2022-11-19,2,1,2,2023-01-17,Customer Service,External,Failed,Christopherport,Karen Thomas,2,106.54
1284,Fully Meets,3,2022-11-24,5,1,5,2022-11-10,Communication Skills,External,Completed,New Johnstad,Richard Rogers,1,852.87
1285,Fully Meets,3,2023-07-05,3,2,2,2022-11-08,Project Management,External,Completed,Port Robertmouth,Jessica Wallace,4,469.03
1286,Fully Meets,3,2023-04-13,1,5,1,2023-05-28,Customer Service,Internal,Incomplete,West John,Shannon Taylor,2,274.85
1287,Fully Meets,3,2023-07-30,3,5,2,2023-03-31,Technical Skills,External,Completed,Patrickfort,Charles Olson,1,342.57
1288,Fully Meets,3,2023-07-15,2,4,5,2023-05-13,Technical Skills,External,Incomplete,North Danielle,Dana Neal,5,948.31
1289,Fully Meets,3,2023-05-09,5,3,1,2022-10-08,Leadership Development,Internal,Incomplete,Campbellmouth,Steven Sanchez,3,900.52
1290,Fully Meets,3,2023-04-12,5,4,2,2023-05-14,Leadership Development,External,Completed,East Denisechester,Alyssa Williams,4,140.72
1291,Fully Meets,3,2023-05-24,5,4,5,2022-09-12,Technical Skills,Internal,Passed,Williamburgh,Leslie Clark,3,913.62
1292,Fully Meets,3,2023-03-21,1,4,3,2023-02-22,Customer Service,Internal,Completed,Jessicatown,Stephanie Johnson,5,950.3
1293,Fully Meets,3,2023-03-15,2,3,2,2023-03-12,Project Management,Internal,Passed,Martinton,Cynthia Patton,2,668.77
1294,Fully Meets,3,2023-08-03,5,4,2,2022-08-15,Technical Skills,Internal,Passed,Michellemouth,Robin Lewis,3,906.05
1295,Fully Meets,3,2023-02-18,3,3,3,2023-01-03,Communication Skills,Internal,Incomplete,Starkmouth,Timothy Santos,5,689.77
1296,Fully Meets,3,2023-02-07,1,1,5,2023-03-05,Communication Skills,External,Passed,Clarkfort,Michael Gray,2,694.27
1297,Fully Meets,3,2022-08-10,2,4,4,2023-06-14,Project Management,External,Passed,New Joshuaton,Penny Lopez,3,352.75
1298,Fully Meets,3,2022-12-06,1,2,1,2023-05-16,Project Management,Internal,Passed,Dudleyfurt,Kayla Cruz,3,411.17
1299,Fully Meets,3,2023-07-02,1,2,2,2023-01-21,Project Management,External,Completed,Atkinsonborough,Karen Ritter,3,358.81
1300,Fully Meets,3,2022-10-07,1,3,1,2023-04-29,Technical Skills,Internal,Passed,Greentown,Jose Young,4,588.64
1301,Fully Meets,3,2023-01-21,1,4,2,2022-09-22,Communication Skills,Internal,Incomplete,Ellenburgh,Linda Bell,1,472.18
1302,Fully Meets,3,2023-06-04,1,2,4,2022-08-20,Project Management,Internal,Passed,South Jennifer,Jennifer Thornton,2,758.79
1303,Fully Meets,3,2023-01-01,5,3,5,2023-06-02,Leadership Development,Internal,Failed,Moorehaven,Zoe Vasquez,3,921.81
1304,Fully Meets,3,2023-04-11,3,5,1,2023-01-16,Communication Skills,External,Completed,Jayfort,Ariel Brown,3,405.08
1305,Fully Meets,3,2023-02-22,2,5,2,2023-07-08,Technical Skills,Internal,Failed,Lake Jaredstad,Stephen West,3,784.22
1306,Fully Meets,3,2022-11-12,1,3,5,2023-07-13,Technical Skills,External,Failed,North Ashleytown,Donald Anderson,4,443.99
1307,Fully Meets,3,2022-11-18,1,5,1,2022-11-16,Technical Skills,Internal,Incomplete,Kimberlyhaven,Keith Mcconnell,3,609.9
1308,Fully Meets,3,2022-08-28,4,5,2,2022-10-10,Leadership Development,External,Failed,East Diana,Stephen Wheeler,5,742.16
1309,Fully Meets,3,2022-09-07,1,1,3,2022-09-09,Technical Skills,External,Failed,North Alexandria,Jennifer Rodriguez,3,517.74
1310,Fully Meets,3,2023-04-24,3,4,3,2022-10-16,Project Management,Internal,Incomplete,Williamsshire,Samuel Ward,4,350.59
1311,Fully Meets,3,2023-03-09,5,2,3,2022-10-17,Leadership Development,Internal,Incomplete,New Jacobton,Christopher Brown,1,546.94
1312,Fully Meets,3,2022-09-25,2,5,2,2023-04-29,Communication Skills,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37
1313,Fully Meets,3,2023-07-18,5,4,1,2022-10-25,Leadership Development,Internal,Incomplete,West Christopher,Gregory Woodward,5,786.98
1314,Fully Meets,3,2023-03-28,5,5,3,2023-03-18,Project Management,Internal,Passed,New Dennis,Douglas Green,4,852.21
1315,Fully Meets,3,2022-11-29,5,1,1,2023-07-29,Communication Skills,External,Failed,Port Kelly,Gregory Davis,4,761.63
1316,Fully Meets,3,2023-07-20,3,4,3,2023-04-20,Technical Skills,External,Passed,South Micheleton,Susan Wilson,5,202.62
1317,Fully Meets,3,2023-05-05,4,2,2,2022-08-20,Communication Skills,External,Passed,West Jacob,Joseph Flowers,5,414.75
1318,Fully Meets,3,2023-05-21,5,4,2,2022-10-17,Communication Skills,External,Completed,Angelastad,Mindy Saunders PhD,4,344.55
1319,Fully Meets,3,2023-06-14,4,2,5,2023-05-19,Project Management,Internal,Failed,Lake Kenneth,Stephen Parker,1,777.46
1320,Fully Meets,3,2023-01-12,5,1,5,2022-08-25,Leadership Development,External,Completed,Matthewhaven,Michael Cummings,3,948.71
1321,Fully Meets,3,2023-04-30,1,5,5,2023-01-19,Customer Service,Internal,Passed,New Kimberly,Dustin Morgan,5,308.77
1322,Fully Meets,3,2023-01-17,1,5,2,2023-02-24,Customer Service,External,Incomplete,Goodmouth,Lynn Cuevas,1,891.25
1323,Fully Meets,3,2023-05-02,5,1,5,2023-03-30,Customer Service,Internal,Passed,East Lindsay,Michael Kramer,2,659.9
1324,Fully Meets,3,2022-11-16,5,3,3,2022-09-30,Project Management,Internal,Failed,Lake Theresa,Paul Torres,2,858.72
1325,Fully Meets,3,2022-12-17,1,5,3,2023-03-28,Project Management,External,Failed,Victorville,Robert Chapman,5,380.24
1326,Fully Meets,3,2023-03-04,5,3,1,2023-05-01,Leadership Development,External,Passed,Flemingport,Bryan Jones,5,505.4
1327,Fully Meets,3,2023-03-23,5,3,4,2023-07-02,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01
1328,Fully Meets,3,2022-11-07,1,4,3,2023-03-24,Customer Service,Internal,Failed,West Erinhaven,Jonathan Rodriguez,3,656.38
1329,Fully Meets,3,2023-05-23,3,2,5,2023-06-11,Project Management,External,Passed,Port Victoria,Sandra Bates,5,692.63
1330,Fully Meets,3,2022-09-25,3,5,2,2022-11-20,Project Management,Internal,Incomplete,East Michellechester,Lisa Jenkins,3,633.72
1331,Fully Meets,3,2023-05-16,3,2,5,2022-09-14,Communication Skills,Internal,Failed,Bradshawburgh,Seth Smith,2,517.62
